source_sheet,date,kind,start_time,restoration_time,equipment,panel,minute_lost
September 2025,2025-09-29,outage,09:20:00,11:34:00,Busbar 2 Powerhouse,"J10, J14",134.0
Agustus 2025,2025-08-01,outage,00:00:00,17:39:00,"OG.3, NST.5",J14,699.0
Agustus 2025,2025-08-01,limitation,06:00:00,19:56:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-01,outage,00:00:00,03:01:00,"OG.4, NST.2",J13,0.0
Agustus 2025,2025-08-01,outage,00:00:00,03:16:00,"OG.5, NST.3",J11,0.0
Agustus 2025,2025-08-01,outage,07:16:00,07:30:00,"OG.1, GSK.3",J02,14.0
Agustus 2025,2025-08-01,limitation,07:16:00,10:10:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-01,outage,07:16:00,10:06:00,"OG.2, GSK.2",J03,170.0
Agustus 2025,2025-08-01,outage,12:34:00,12:48:00,"OG.1, GSK.3",J02,14.0
Agustus 2025,2025-08-01,outage,12:34:00,18:00:00,"OG.2, GSK.2",J03,326.0
Agustus 2025,2025-08-02,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Agustus 2025,2025-08-02,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-02,outage,12:29:00,12:44:00,"OG.1, GSK.3 & OG.2 (bus 1 loss voltage)",J02,15.0
Agustus 2025,2025-08-03,outage,06:00:00,19:16:00,"OG.2, GSK.2",J03,720.0
Agustus 2025,2025-08-03,limitation,06:00:00,20:18:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-04,limitation,14:06:00,15:08:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-05,outage,06:32:00,06:45:00,"OG.1, GSK.3",J02,13.0
Agustus 2025,2025-08-05,limitation,06:32:00,06:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-05,outage,06:32:00,06:53:00,"OG.2, GSK.2",J03,21.0
Agustus 2025,2025-08-07,outage,14:13:00,18:00:00,"OG.1, GSK.3",J02,227.0
Agustus 2025,2025-08-07,limitation,14:13:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-07,outage,14:13:00,14:24:00,"OG.2, GSK.2",J03,11.0
Agustus 2025,2025-08-08,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Agustus 2025,2025-08-08,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-09,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Agustus 2025,2025-08-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-09,outage,13:18:00,14:34:00,"OG.3, NST.5",J14,76.0
Agustus 2025,2025-08-09,outage,13:18:00,14:27:00,"OG.4, NST.2",J13,69.0
Agustus 2025,2025-08-09,outage,13:18:00,14:56:00,"OG.5, NST.3",J11,98.0
Agustus 2025,2025-08-10,outage,06:00:00,07:10:00,"OG.1, GSK.3",J02,70.0
Agustus 2025,2025-08-10,limitation,06:00:00,07:46:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-13,outage,11:32:00,18:54:00,"OG.3, NST.5",J14,344.0
Agustus 2025,2025-08-13,limitation,11:32:00,18:54:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-13,outage,11:32:00,18:14:00,"OG.4, NST.2",J13,342.0
Agustus 2025,2025-08-13,outage,11:32:00,18:15:00,"OG.5, NST.3",J11,330.0
Agustus 2025,2025-08-14,limitation,13:39:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-15,limitation,06:00:00,15:32:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-15,limitation,11:32:00,12:53:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-16,outage,18:56:00,23:59:00,"OG.3, NST.5",J14,0.0
Agustus 2025,2025-08-16,limitation,18:56:00,23:59:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-16,outage,18:56:00,23:59:00,"OG.4, NST.2",J13,0.0
Agustus 2025,2025-08-16,outage,18:56:00,23:59:00,"OG.5, NST.3",J11,0.0
Agustus 2025,2025-08-17,outage,06:00:00,23:58:00,"OG.3, NST.5",J14,720.0
Agustus 2025,2025-08-17,limitation,06:00:00,23:58:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-17,outage,06:00:00,23:58:00,"OG.4, NST.2",J13,720.0
Agustus 2025,2025-08-17,outage,06:00:00,23:58:00,"OG.5, NST.3",J11,720.0
Agustus 2025,2025-08-19,outage,12:26:00,20:10:00,"OG.1, GSK.3",J02,334.0
Agustus 2025,2025-08-19,limitation,12:25:00,20:16:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-19,outage,12:25:00,12:52:00,"OG.2, GSK.2",J03,27.0
Agustus 2025,2025-08-19,outage,13:41:00,13:45:00,"OG.3, NST.5",J14,4.0
Agustus 2025,2025-08-19,limitation,13:41:00,13:45:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-19,outage,13:41:00,13:45:00,"OG.4, NST.2",J13,4.0
Agustus 2025,2025-08-19,outage,13:41:00,13:45:00,"OG.5, NST.3",J11,4.0
Agustus 2025,2025-08-25,outage,08:15:00,09:08:00,"OG.3, NST.5",J14,53.0
Agustus 2025,2025-08-25,limitation,08:15:00,09:11:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-25,outage,08:15:00,09:08:00,"OG.4, NST.2",J13,53.0
Agustus 2025,2025-08-25,outage,08:15:00,09:09:00,"OG.5, NST.3",J11,54.0
Agustus 2025,2025-08-27,outage,07:59:00,08:35:00,"OG.3, NST.5",J14,36.0
Agustus 2025,2025-08-27,limitation,07:59:00,08:48:00,STS 6 - STS 10,"J10, J11, J12",
Agustus 2025,2025-08-27,outage,07:59:00,08:38:00,"OG.4, NST.2",J13,39.0
Agustus 2025,2025-08-27,outage,07:59:00,08:45:00,"OG.5, NST.3",J11,46.0
Agustus 2025,2025-08-29,outage,16:45:00,17:05:00,"OG.1, GSK.3",J02,20.0
Agustus 2025,2025-08-29,limitation,16:45:00,17:05:00,STS 1 - STS 5,"J02, J03, J07, J08",
Agustus 2025,2025-08-29,outage,16:45:00,17:01:00,"OG.2, GSK.2",J03,16.0
Juli 2025,2025-07-01,outage,06:00:00,15:04:00,OG.3,J14,544.0
Juli 2025,2025-07-01,limitation,06:00:00,17:03:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-04,outage,11:23:00,11:46:00,"OG.1, GSK.3",J02,23.0
Juli 2025,2025-07-04,limitation,11:23:00,11:48:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-04,outage,11:24:00,11:48:00,"OG.2, GSK.2",J03,24.0
Juli 2025,2025-07-04,outage,18:01:00,19:37:00,"OG.3, NST.5",J14,0.0
Juli 2025,2025-07-04,outage,18:02:00,21:47:00,"OG.4, NST.2",J13,0.0
Juli 2025,2025-07-04,outage,18:03:00,20:03:00,"OG.5, NST.3",J11,0.0
Juli 2025,2025-07-05,outage,06:22:00,07:42:00,"OG.3, NST.5",J14,80.0
Juli 2025,2025-07-05,limitation,06:22:00,07:46:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-05,outage,06:22:00,07:42:00,"OG.4, NST.2",J13,80.0
Juli 2025,2025-07-05,outage,06:22:00,07:37:00,"OG.5, NST.3",J11,75.0
Juli 2025,2025-07-07,outage,04:36:00,05:36:00,"OG.1, GSK.3",J02,0.0
Juli 2025,2025-07-07,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-07,outage,04:37:00,23:23:00,"OG.2, GSK.2",J03,720.0
Juli 2025,2025-07-07,outage,12:29:00,13:30:00,"OG.3, NST.5",J14,61.0
Juli 2025,2025-07-07,limitation,12:29:00,13:32:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-07,outage,12:56:00,13:31:00,"OG.4, NST.2",J13,35.0
Juli 2025,2025-07-07,outage,12:57:00,13:32:00,"OG.5, NST.3",J11,35.0
Juli 2025,2025-07-11,outage,16:28:00,16:47:00,"OG.3, NST.5",J14,19.0
Juli 2025,2025-07-11,limitation,16:28:00,16:49:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-11,outage,16:29:00,16:48:00,"OG.4, NST.2",J13,19.0
Juli 2025,2025-07-11,outage,16:30:00,16:49:00,"OG.5, NST.3",J11,19.0
Juli 2025,2025-07-14,outage,15:43:00,18:00:00,"OG.4, NST.2",J13,137.0
Juli 2025,2025-07-14,limitation,15:37:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-14,outage,15:51:00,18:00:00,"OG.5, NST.3",J11,129.0
Juli 2025,2025-07-14,outage,17:49:00,18:21:00,"OG.1, GSK.3",J02,11.0
Juli 2025,2025-07-14,limitation,17:49:00,18:21:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-14,outage,17:49:00,23:59:00,"OG.2, GSK.2",J03,11.0
Juli 2025,2025-07-15,outage,00:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Juli 2025,2025-07-15,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-15,outage,06:00:00,18:00:00,"OG.4, NST.2",J13,720.0
Juli 2025,2025-07-15,outage,06:00:00,11:35:00,"OG.5, NST.3",J11,335.0
Juli 2025,2025-07-15,outage,13:06:00,17:58:00,"OG.5, NST.3",J11,292.0
Juli 2025,2025-07-16,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Juli 2025,2025-07-16,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-16,outage,06:00:00,09:23:00,"OG.4, NST.2",J13,203.0
Juli 2025,2025-07-16,outage,09:43:00,10:09:00,"OG.3, NST.5",J14,26.0
Juli 2025,2025-07-16,outage,09:43:00,11:18:00,"OG.4, NST.2",J13,95.0
Juli 2025,2025-07-16,outage,09:44:00,10:04:00,"OG.5, NST.3",J11,20.0
Juli 2025,2025-07-16,outage,10:20:00,10:36:00,"OG.3, NST.5",J14,16.0
Juli 2025,2025-07-16,outage,10:21:00,10:40:00,"OG.5, NST.3",J11,19.0
Juli 2025,2025-07-16,outage,16:36:00,19:30:00,OG.1 - GSK.3 & OG.2 - GSK.2 (busbar 1 loss voltage),J02,84.0
Juli 2025,2025-07-16,limitation,06:00:00,11:51:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-16,limitation,14:50:00,15:41:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-17,outage,06:00:00,09:07:00,"OG.2, GSK.2",J03,187.0
Juli 2025,2025-07-17,limitation,06:00:00,09:19:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-17,limitation,10:10:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-23,limitation,14:37:00,14:49:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-23,outage,14:11:00,15:07:00,"OG.3, NST.5",J14,56.0
Juli 2025,2025-07-23,outage,14:12:00,14:58:00,"OG.4, NST.2",J13,46.0
Juli 2025,2025-07-23,limitation,14:38:00,15:10:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-23,outage,14:12:00,14:58:00,"OG.5, NST.3",J11,46.0
Juli 2025,2025-07-25,limitation,10:46:00,11:35:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-28,limitation,14:39:00,17:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juli 2025,2025-07-30,outage,07:19:00,08:07:00,"OG.3, NST.5",J14,48.0
Juli 2025,2025-07-30,limitation,07:13:00,08:17:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-30,outage,07:19:00,08:07:00,"OG.4, NST.2",J13,48.0
Juli 2025,2025-07-30,outage,07:19:00,08:07:00,"OG.5, NST.3",J11,48.0
Juli 2025,2025-07-30,outage,17:27:00,17:42:00,"OG.3, NST.5",J14,15.0
Juli 2025,2025-07-31,limitation,16:12:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juli 2025,2025-07-31,outage,16:12:00,23:59:00,"OG.3, NST.5",,
Juli 2025,2025-07-31,outage,16:12:00,16:53:00,"OG.4, NST.2",J13,41.0
Juli 2025,2025-07-31,outage,16:15:00,23:59:00,"OG.5, NST.3",J11,105.0
Juli 2025,2025-07-31,outage,18:24:00,23:59:00,"OG.4, NST.2",J13,0.0
Juni 2025,2025-06-03,outage,14:04:00,15:14:00,OG.4 - NST.2,J13,70.0
Juni 2025,2025-06-03,limitation,14:04:00,15:14:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-03,outage,14:26:00,1900-01-01 00:00:00,OG.3 - NST.5,J14,214.0
Juni 2025,2025-06-03,limitation,15:14:00,16:49:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-03,outage,14:27:00,16:49:00,OG.5 - NST.3,J11,142.0
Juni 2025,2025-06-03,limitation,16:49:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-04,outage,1900-01-01 00:00:00,03:11:00,OG.3 - NST.5,J11,0.0
Juni 2025,2025-06-08,outage,23:53:00,00:00:00,GSK.2,,0.0
Juni 2025,2025-06-08,outage,23:54:00,00:00:00,"OG.1, GSK.3",J02,0.0
Juni 2025,2025-06-08,outage,23:55:00,00:00:00,OG.2,J03,0.0
Juni 2025,2025-06-09,outage,00:00:00,00:29:00,OG.1,J02,0.0
Juni 2025,2025-06-09,outage,00:00:00,23:46:00,OG.2,J03,720.0
Juni 2025,2025-06-09,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-09,outage,07:15:00,14:30:00,OG.5 - NST.3,,435.0
Juni 2025,2025-06-09,limitation,07:15:00,14:30:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-12,outage,17:45:00,18:52:00,OG.4,J13,15.0
Juni 2025,2025-06-14,outage,09:44:00,11:57:00,OG.4,J13,133.0
Juni 2025,2025-06-14,limitation,09:10:00,12:12:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-15,outage,11:39:00,12:15:00,"OG.1, OG.2 (busbar 1 loss voltage)",,
Juni 2025,2025-06-15,outage,11:39:00,18:00:00,"OG.1, GSK.3",J02,381.0
Juni 2025,2025-06-15,limitation,11:39:00,12:14:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-15,limitation,12:14:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-16,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Juni 2025,2025-06-16,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-17,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-17,outage,08:21:00,08:50:00,"OG.2 - GSK.2, OG.1 - GSK.3 (busbar 1 loss voltage)",,29.0
Juni 2025,2025-06-17,outage,06:00:00,18:00:00,"OG.1, GSK.3",J02,720.0
Juni 2025,2025-06-18,outage,06:00:00,14:11:00,"OG.1, GSK.3",J02,491.0
Juni 2025,2025-06-18,limitation,06:00:00,14:17:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-23,outage,15:18:00,15:58:00,"OG.1, GSK.3",J02,40.0
Juni 2025,2025-06-23,limitation,15:18:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-23,outage,15:18:00,18:00:00,"OG.2, GSK.2",J03,162.0
Juni 2025,2025-06-24,outage,06:00:00,18:00:00,"OG.2, GSK.2",J03,720.0
Juni 2025,2025-06-24,limitation,06:00:00,18:00:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-25,outage,06:00:00,17:56:00,"OG.2, GSK.2",J03,716.0
Juni 2025,2025-06-25,limitation,06:00:00,17:56:00,STS 1 - STS 5,"J02, J03, J07, J08",
Juni 2025,2025-06-25,outage,14:00:00,18:00:00,OG.3 - NST.5,J14,240.0
Juni 2025,2025-06-25,limitation,15:28:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-26,outage,06:00:00,18:00:00,OG.3,,
Juni 2025,2025-06-27,outage,06:00:00,18:00:00,OG.3 - NST.5,J14,720.0
Juni 2025,2025-06-27,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-28,outage,06:00:00,18:00:00,OG.3 - NST.5,J14,720.0
Juni 2025,2025-06-28,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-29,outage,06:00:00,18:00:00,OG.3 - NST.5,J14,720.0
Juni 2025,2025-06-29,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Juni 2025,2025-06-30,outage,06:00:00,18:00:00,OG.3 - NST.5,J14,720.0
Juni 2025,2025-06-30,limitation,06:00:00,18:00:00,STS 6 - STS 10,"J10, J11, J12",
Mei 2025,2025-05-01,outage,00:00:00,02:49:00,OG.2,J03,0.0
Mei 2025,2025-05-01,limitation,07:00:00,10:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
Mei 2025,2025-05-01,outage,00:00:00,02:53:00,OG.1,J02,0.0
Mei 2025,2025-05-01,outage,00:00:00,03:03:00,Busbar 1 Powerhouse,"J02, J03, J04, J07, J08",0.0
Mei 2025,2025-05-01,outage,00:00:00,06:47:00,OG.4,J13,47.0
Mei 2025,2025-05-01,outage,11:17:00,21:55:00,OG.2,J03,403.0
Mei 2025,2025-05-05,outage,08:52:00,09:22:00,"OG.1, STS 1 - STS 5",J02,30.0
Mei 2025,2025-05-05,outage,08:52:00,09:22:00,GSK.2 (OG.2 internal outage),J03,30.0
Mei 2025,2025-05-05,outage,18:17:00,21:44:00,OG.1,J02,0.0
Mei 2025,2025-05-08,outage,07:47:00,08:40:00,NST.5,,
Mei 2025,2025-05-08,outage,07:48:00,08:28:00,OG.4 - NST.2,J13,40.0
Mei 2025,2025-05-08,outage,07:48:00,08:32:00,OG.5 - NST.3,J11,44.0
Mei 2025,2025-05-08,outage,08:23:00,08:47:00,OG.3 - NST.5,J14,49.0
Mei 2025,2025-05-14,outage,05:56:00,07:16:00,"OG.1, OG.2 (busbar 1 loss voltage)",J02,76.0
Mei 2025,2025-05-14,outage,07:16:00,13:44:00,OG.2,J03,388.0
Mei 2025,2025-05-20,outage,11:15:00,18:30:00,OG.1,J02,405.0
Mei 2025,2025-05-20,outage,11:17:00,18:48:00,OG.2,J03,403.0
Mei 2025,2025-05-29,outage,07:18:00,10:30:00,OG.5 - NST.3,J11,192.0
Mei 2025,2025-05-29,outage,07:21:00,09:18:00,OG.4 - NST.2,J13,117.0
Mei 2025,2025-05-29,outage,07:33:00,10:45:00,OG.3 - NST.5,J14,192.0
April 2025,2025-04-01,limitation,07:00:00,10:59:00,STS 1 - STS 5,"J02, J03, J07, J08",
