source_sheet,date,maintenance_type,area,equipment,trouble_description,action,start_time,stop_time,status,is_weather_station
Januari 2026,2026-01-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-12,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB08-INV11-PV27-ST02 and WB09-INV18-PV10-ST19,"Based on the investigation results, it was found that at WB09-INV18-PV10-ST19, one MC4 connector was disconnected. As a corrective action, the MC4 connector was replaced. Additionally, at WB08-INV11-PV27-ST02, it was identified that the positive cable experienced a short to ground.",14:00:00,18:00:00,Close,False
Januari 2026,2026-01-12,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External request outage OG3, OG4, and OG5 due to order to ensure system reliability during visit of the President of the Republic of Indonesia at IKN.",16:39:00,16:45:00,Close,False
Januari 2026,2026-01-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-14,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG3 and OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,10:08:00,16:11:00,Close,False
Januari 2026,2026-01-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-15,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3 and OG4 experienced a loss of voltage while the circuit breaker remained in the CLOSED position and OG5 trip Earth Fault stage 1 due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",15:04:00,08:53:00,Close,False
Januari 2026,2026-01-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-17,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG4 and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position and OG3 trip Earth Fault stage 1 due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",20:31:00,18:48:00,Close,False
Januari 2026,2026-01-18,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-19,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-19,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,09:39:00,15:11:00,Close,False
Januari 2026,2026-01-19,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG4 and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position and OG3 trip Earth Fault stage 1 due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",17:31:00,17:53:00,Close,False
Januari 2026,2026-01-20,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-20,Corrective,STS 9,Weather Station 1,Irradiance readings from the pyranometer GHI at WS 1 are cannot be monitored.,inspection on power supply and configuration from enspire,12:00:00,13:00:00,Open,True
Januari 2026,2026-01-21,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-21,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG4 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,09:20:00,14:20:00,Close,False
Januari 2026,2026-01-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-22,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG3 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,09:17:00,16:28:00,Close,False
Januari 2026,2026-01-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-24,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-24,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB03-INV10-PV21-ST19,"Based on the investigation results, it was found that at WB03-INV10-PV21-ST19, MC4 connector was disconnected. As a corrective action, the MC4 connector was reconneted.",20:00:00,21:00:00,Close,False
Januari 2026,2026-01-25,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-25,Corrective,PV Module,PV Table,"PV strings and cable were found to be potentially fault at WB01-INV02-PV10-ST10, and WB05-INV15-PV21-ST21",An indication of damage was found on the PV-to-PV MC4 connector. MC4 connector was replaced.,09:00:00,11:00:00,Close,False
Januari 2026,2026-01-25,Corrective,PV Module,PV Table,"PV strings and cable were found to be potentially fault at WB03-INV07-PV26-ST17, WB04-INV02-PV24-ST18, WB04-INV03-PV24-ST20, WB04-INV04-PV25-ST20, WB04-INV15-PV8-ST12, and WB05-INV09-PV25-ST17",A MC4 connector from the PV-to-PV cable was found disconnected. MC4 connection from PV-to-PV cable was restored with ZTPI,11:00:00,14:00:00,Close,False
Januari 2026,2026-01-25,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:59:00,13:43:00,Close,False
Januari 2026,2026-01-26,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-27,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-27,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3 and OG4 experienced a loss of voltage while the circuit breaker remained in the CLOSED position and OG5 trip Earth Fault stage 1 due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",09:12:00,09:59:00,Close,False
Januari 2026,2026-01-27,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 1.  External Outage, Trip Earth Fault stage 1 at OG.1 and trip Overcurrent stage 2 OG.2 due to disturbances at 20 kV network distribution.","Normal shutdown, Reset alarm relay, Close CB, and Normal start",12:44:00,18:19:00,Close,False
Januari 2026,2026-01-27,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",20:32:00,00:11:00,Close,False
Januari 2026,2026-01-28,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-28,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB07-INV03-PV25-ST05,An indication of damage was found on the PV-to-PV MC4 connector. MC4 connector was replaced.,09:00:00,11:00:00,Close,False
Januari 2026,2026-01-28,Preventive,PLTS 20 kV Substation,MV Switchgear,"A request for adjustment of the Solar Power Plant (PLTS) setpoints from PLN UP2D Kaltimra, UP2B Kaltimra, and UP3 Nusantara with the objective of ensuring that if one outgoing line coupler experiences a disturbance, the other outgoing line coupler on the same busbar does not trip due to an overload condition.","The Solar Power Plant (PLTS) setpoints were adjusted as follows:
Busbar 1: from 24 MW to 23 MW
Busbar 2: from 30 MW to 27 MW",19:52:00,19:52:00,Close,False
Januari 2026,2026-01-29,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-29,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",20:39:00,21:17:00,Close,False
Januari 2026,2026-01-29,Preventive,PLTS 20 kV Substation,MV Switchgear,"A request for adjustment of the Solar Power Plant (PLTS) setpoints from PLN UP2D Kaltimra, UP2B Kaltimra, and UP3 Nusantara with the objective of ensuring that if one outgoing line coupler experiences a disturbance, the other outgoing line coupler on the same busbar does not trip due to an overload condition.","The Solar Power Plant (PLTS) setpoints were adjusted as follows:
Busbar 1: from 23 MW to 24 MW
Busbar 2: from 27 MW to 26 MW",21:34:00,21:36:00,Close,False
Januari 2026,2026-01-30,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Januari 2026,2026-01-31,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-01,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-02,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-03,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-03,Corrective,PLTS 20 kV Substation,MV Switchgear,"The request to lower the setpoint on busbar 1 from 24000 kW to 12000 kW to 20000 kW was made due to shutdown of Transformer 2 and the diversion of power evacuation to Transformer 1 through the bus tie at Gersik Substation were carried out to prevent overloading. Busbar 1 remained in normal operation with two couplers, OG.1 and OG.2, and no outage occurred.",Reducing the setpoint of busbar 1 from 24 MW to 10 MW.,08:10:00,09:18:00,Close,False
Februari 2026,2026-02-03,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB08-INV11-PV27-ST19 and WB07-INV06-PV9-ST16,"At WB07-INV06-PV9-ST16, MC4 connector from the PV-to-PV cable was found disconnected, then MC4 connection from PV-to-PV cable was restored. 
At WB08-INV11-PV27-ST19, it was identified that the positive cable experienced a short to ground, then DC cable from the PV string to the inverter was replaced. After replacement, the PV string current returned to normal.",09:00:00,12:00:00,Close,False
Februari 2026,2026-02-03,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG3 and OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,09:32:00,17:41:00,Close,False
Februari 2026,2026-02-04,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-04,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG4 and OG5 due to emergency work of Medium Voltage Overhead Lines (JTM).,08:48:00,14:48:00,Close,False
Februari 2026,2026-02-05,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-04,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,External request outage OG4 and OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.,09:35:00,15:59:00,Close,False
Februari 2026,2026-02-04,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:03:00,11:28:00,Close,False
Februari 2026,2026-02-06,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-06,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External request outage OG3, OG4, and OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.",05:02:00,10:10:00,Close,False
Februari 2026,2026-02-06,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",11:10:00,11:41:00,Close,False
Februari 2026,2026-02-06,Corrective,"STS 4, 6, 7, 8, 9, 10",LV-A and LV-B Power Meter,The voltage on LV side is not being read accurately.,"Initial troubleshooting was carried out by replacing the fuse on the LV-A STS 4 Power Meter. However, after STS 4 was returned to normal operation, the voltage readings were still inaccurate. Upon further inspection, the fuse on the LV-A STS 4 Power Meter was found to have blown again. This issue has been reported to Huawei, and currently awaiting the analysis results from Huawei’s R&D team.",19:00:00,22:00:00,Close,False
Februari 2026,2026-02-07,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-07,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB04-INV15-PV9,Direct inspection at the inverter found that WB04-INV15-PV9 was empty and no PV string cable was installed.,09:00:00,12:00:00,Close,False
Februari 2026,2026-02-07,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",17:46:00,22:43:00,Close,False
Februari 2026,2026-02-08,Corrective,PLTS 20 kV Substation,MV Switchgear,"Loss of feedback voltage at busbar 2. External Outage, OG3, OG4, and OG5 experienced a loss of voltage while the circuit breaker remained in the CLOSED position due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution","Normal shutdown, Reset alarm relay, Close CB, and Normal start",00:49:00,08:51:00,Close,False
Februari 2026,2026-02-08,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-08,Corrective,PLTS 20 kV Substation,MV Switchgear,The request to lower the setpoint on busbar 2 was made due to emergency repair work at OG.5-NST.3,Reducing the setpoint of busbar 2 from 26 MW to 24 MW.,19:52:00,22:30:00,Close,False
Februari 2026,2026-02-09,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-10,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-15,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-16,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-17,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-17,Corrective,Inverter,Inverter 501,Alarm DC Terminal Temperature Abnormal,"Inverter 501 experienced a Shutdown Fault with DC Terminal Temperature Abnormal alarm on MPPT 3. Initial troubleshooting was carried out through direct inspection, voltage measurement, and insulation resistance testing on the DC cables. Download and send inverter device log to Huawei. A thermovision inspection was conducted, and the PV string cables of MPPT 3 and MPPT 2 were swapped based on Huawei’s recommendation. The inverter has returned to normal operation and will be monitored regularly.",09:00:00,16:45:00,Close,False
Februari 2026,2026-02-18,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-20,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-21,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-22,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-23,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-24,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-24,Corrective,Inverter,"Inverter 207, Inverter 225",Alarm low insulation resistant,"INV-207 and INV-225 were stuck in idle mode due to low insulation resistance alarms. Inspection and testing showed very low insulation values on DC cables at INV207-ST12 and INV225-ST11. Cable tracing found bite marks and animal remains that damaged the insulation. The affected cable sections were re-insulated, and insulation resistance was retested to confirm normal condition.",09:00:00,17:45:00,Close,False
Februari 2026,2026-02-25,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-25,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip OCR stage 2 at OG.2-GSK.2 due to disturbances at 20 kV network distribution.",07:51:00,08:17:00,Close,False
Februari 2026,2026-02-25,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip OCR stage 2 at OG1-GSK3 and OG.2-GSK.2 due to disturbances at 20 kV network distribution.",22:53:00,23:21:00,Close,False
Februari 2026,2026-02-26,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-26,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip Earth Fault stage 1 at OG1-GSK3 and OG.2-GSK.2 due to disturbances at 20 kV network distribution.",08:25:00,09:03:00,Close,False
Februari 2026,2026-02-27,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-28,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Februari 2026,2026-02-28,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip Earth Fault stage 1 at OG1-GSK3 due to disturbances at 20 kV network distribution.",01:22:00,01:00:00,Close,False
Maret 2026,2026-03-01,Corrective,PLTS 20 kV Substation,MV Switchgear,The request to lower the setpoint on busbar 2 was made due to emergency repair work at OG.5-NST.3,Reducing the setpoint of busbar 2 from 26 MW to 24 MW.,00:00:00,23:03:00,Close,False
Maret 2026,2026-03-01,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-02,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-03,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-04,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip Earth Fault stage 1 at OG1-GSK3 and OG.2-GSK.2 due to disturbances at 20 kV network distribution.",04:34:00,04:52:00,Close,False
Maret 2026,2026-03-04,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-04,Corrective,Powerhouse,UPS,"One of the RBC batteries in Phase 2 UPS panel cannot operate normally and displayed alarm “Battery Pack 1, RBC1 Needs Replacement.”","Backup power supply was switched to another UPS battery that was still operating normally. Initial troubleshooting was performed by restarting the affected UPS battery; however, the attempt was unsuccessful as the alarm “Battery Pack 1, RBC1 Needs Replacement” continued to appear. Replacement is recommended.",10:30:00,11:30:00,Close,False
Maret 2026,2026-03-05,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-06,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External request outage OG3, OG4, and OG5 due to order to relocation of Medium Voltage Overhead Lines (JTM) as an Impact of Road Widening by PUPR.",05:24:00,19:17:00,Close,False
Maret 2026,2026-03-06,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-06,Corrective,BESS,Univers EnOS SCADA EMS Panel,An anomaly indication in the BESS smoothing algorithm logic,Checking and fixing HPPC program for BESS EMS Smoothing by Univers,17:00:00,20:00:00,Close,False
Maret 2026,2026-03-07,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-08,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-09,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-09,Corrective,Inverter,Inverter 501,Alarm DC Terminal Temperature Abnormal,"MPPT3 was reassigned back to MPPT2, followed by a thermal inspection of the string terminals at MPPT3. A high temperature of approximately 60°C was detected at the positive MC4 connector of PV11-ST08. The faulty MC4 connector was replaced, and the inverter was normalized afterward",09:00:00,16:45:00,Close,False
Maret 2026,2026-03-10,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-10,Corrective,PV Module,PV Table,PV strings and cable were found to be potentially fault at WB05-INV16-PV25-ST25,"Based on the investigation results, it was found that at WB05-INV16-PV25-ST25, one MC4 connector was disconnected. As a corrective action, the MC4 connector was reconnected.",14:00:00,18:00:00,Close,False
Maret 2026,2026-03-11,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-12,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-13,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-14,Preventive,PV Module,PV Table,"Cleaning PV Module, Mowing.","Cleaning PV Modules that are dirty due to dust and particles, mowing to cut the plants.",08:00:00,16:00:00,Close,False
Maret 2026,2026-03-14,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"External Outage, Trip Earth Fault stage 2 at OG5-NST3 and at OG.3-NST.5 line become unsynchronized and unable to deliver the generated power from the solar power plant (PLTS) due to disturbances at 20 kV network distribution",08:19:00,09:49:00,Close,False
Maret 2026,2026-03-15,Corrective,PLTS 20 kV Substation,MV Switchgear,External Outage,"Loss of feedback voltage at busbar 1. External Outage, Trip Overcurrent stage 2 at OG1-GSK3 and OG2-GSK2 due to a disturbance in the MVTIC (Medium Voltage Twisted Insukated Cable) in 20kV network distribution",03:27:00,03:50:00,Close,False
